dataset_id,repeat_id,fold_id,sample_id,split,class_label
GSE10072,1,1,GSM254625,train,tumor
GSE10072,1,1,GSM254626,train,normal
GSE10072,1,1,GSM254628,train,normal
GSE10072,1,1,GSM254629,train,tumor
GSE10072,1,1,GSM254630,train,tumor
GSE10072,1,1,GSM254631,train,tumor
GSE10072,1,1,GSM254632,train,normal
GSE10072,1,1,GSM254633,train,tumor
GSE10072,1,1,GSM254634,train,normal
GSE10072,1,1,GSM254635,train,normal
GSE10072,1,1,GSM254636,train,tumor
GSE10072,1,1,GSM254637,train,tumor
GSE10072,1,1,GSM254638,train,normal
GSE10072,1,1,GSM254639,train,tumor
GSE10072,1,1,GSM254640,train,normal
GSE10072,1,1,GSM254641,train,tumor
GSE10072,1,1,GSM254642,train,tumor
GSE10072,1,1,GSM254643,train,normal
GSE10072,1,1,GSM254644,train,normal
GSE10072,1,1,GSM254645,train,tumor
GSE10072,1,1,GSM254646,train,normal
GSE10072,1,1,GSM254647,train,tumor
GSE10072,1,1,GSM254648,train,tumor
GSE10072,1,1,GSM254650,train,tumor
GSE10072,1,1,GSM254651,train,normal
GSE10072,1,1,GSM254652,train,tumor
GSE10072,1,1,GSM254653,train,normal
GSE10072,1,1,GSM254654,train,tumor
GSE10072,1,1,GSM254655,train,normal
GSE10072,1,1,GSM254656,train,tumor
GSE10072,1,1,GSM254657,train,tumor
GSE10072,1,1,GSM254658,train,normal
GSE10072,1,1,GSM254659,train,tumor
GSE10072,1,1,GSM254660,train,normal
GSE10072,1,1,GSM254661,train,tumor
GSE10072,1,1,GSM254662,train,normal
GSE10072,1,1,GSM254663,train,tumor
GSE10072,1,1,GSM254664,train,tumor
GSE10072,1,1,GSM254665,train,normal
GSE10072,1,1,GSM254666,train,tumor
GSE10072,1,1,GSM254667,train,normal
GSE10072,1,1,GSM254668,train,tumor
GSE10072,1,1,GSM254669,train,normal
GSE10072,1,1,GSM254671,train,normal
GSE10072,1,1,GSM254672,train,tumor
GSE10072,1,1,GSM254673,train,normal
GSE10072,1,1,GSM254674,train,tumor
GSE10072,1,1,GSM254675,train,tumor
GSE10072,1,1,GSM254677,train,normal
GSE10072,1,1,GSM254678,train,tumor
GSE10072,1,1,GSM254679,train,normal
GSE10072,1,1,GSM254680,train,tumor
