dataset_id,repeat_id,fold_id,sample_id,split,class_label
GSE3365,1,1,GSM76030,train,ibd
GSE3365,1,1,GSM76032,train,ibd
GSE3365,1,1,GSM76033,train,ibd
GSE3365,1,1,GSM76034,train,ibd
GSE3365,1,1,GSM76035,train,ibd
GSE3365,1,1,GSM76036,train,ibd
GSE3365,1,1,GSM76039,train,ibd
GSE3365,1,1,GSM76040,train,ibd
GSE3365,1,1,GSM76041,train,ibd
GSE3365,1,1,GSM76042,train,ibd
GSE3365,1,1,GSM76043,train,ibd
GSE3365,1,1,GSM76044,train,ibd
GSE3365,1,1,GSM76045,train,ibd
GSE3365,1,1,GSM76046,train,ibd
GSE3365,1,1,GSM76047,train,ibd
GSE3365,1,1,GSM76048,train,ibd
GSE3365,1,1,GSM76049,train,ibd
GSE3365,1,1,GSM76050,train,ibd
GSE3365,1,1,GSM76051,train,ibd
GSE3365,1,1,GSM76052,train,ibd
GSE3365,1,1,GSM76053,train,ibd
GSE3365,1,1,GSM76054,train,ibd
GSE3365,1,1,GSM76055,train,ibd
GSE3365,1,1,GSM76056,train,ibd
GSE3365,1,1,GSM76057,train,ibd
GSE3365,1,1,GSM76058,train,ibd
GSE3365,1,1,GSM76059,train,ibd
GSE3365,1,1,GSM76060,train,ibd
GSE3365,1,1,GSM76062,train,ibd
GSE3365,1,1,GSM76063,train,ibd
GSE3365,1,1,GSM76064,train,ibd
GSE3365,1,1,GSM76065,train,ibd
GSE3365,1,1,GSM76066,train,ibd
GSE3365,1,1,GSM76067,train,ibd
GSE3365,1,1,GSM76068,train,ibd
GSE3365,1,1,GSM76069,train,ibd
GSE3365,1,1,GSM76070,train,ibd
GSE3365,1,1,GSM76071,train,ibd
GSE3365,1,1,GSM76072,train,ibd
GSE3365,1,1,GSM76073,train,ibd
GSE3365,1,1,GSM76074,train,ibd
GSE3365,1,1,GSM76075,train,ibd
GSE3365,1,1,GSM76076,train,ibd
GSE3365,1,1,GSM76077,train,ibd
GSE3365,1,1,GSM76079,train,ibd
GSE3365,1,1,GSM76080,train,ibd
GSE3365,1,1,GSM76082,train,ibd
GSE3365,1,1,GSM76083,train,ibd
GSE3365,1,1,GSM76084,train,ibd
GSE3365,1,1,GSM76086,train,ibd
GSE3365,1,1,GSM76087,train,ibd
GSE3365,1,1,GSM76088,train,ibd
GSE3365,1,1,GSM76089,train,ibd
GSE3365,1,1,GSM76090,train,ibd
GSE3365,1,1,GSM76091,train,ibd
GSE3365,1,1,GSM76092,train,ibd
GSE3365,1,1,GSM76093,train,ibd
GSE3365,1,1,GSM76094,train,ibd
GSE3365,1,1,GSM76095,train,ibd
GSE3365,1,1,GSM76096,train,ibd
GSE3365,1,1,GSM76097,train,ibd
GSE3365,1,1,GSM76098,train,ibd
GSE3365,1,1,GSM76099,train,ibd
GSE3365,1,1,GSM76100,train,ibd
GSE3365,1,1,GSM76101,train,ibd
GSE3365,1,1,GSM76102,train,ibd
GSE3365,1,1,GSM76103,train,ibd
GSE3365,1,1,GSM76105,train,ibd
GSE3365,1,1,GSM76106,train,ibd
GSE3365,1,1,GSM76107,train,ibd
GSE3365,1,1,GSM76108,train,ibd
GSE3365,1,1,GSM76109,train,ibd
GSE3365,1,1,GSM76110,train,ibd
GSE3365,1,1,GSM76111,train,ibd
GSE3365,1,1,GSM76113,train,ibd
GSE3365,1,1,GSM76114,train,ibd
GSE3365,1,1,GSM76115,train,normal
GSE3365,1,1,GSM76116,train,normal
GSE3365,1,1,GSM76117,train,normal
GSE3365,1,1,GSM76119,train,normal
GSE3365,1,1,GSM76120,train,normal
GSE3365,1,1,GSM76121,train,normal
GSE3365,1,1,GSM76123,train,normal
GSE3365,1,1,GSM76124,train,normal
GSE3365,1,1,GSM76125,train,normal
GSE3365,1,1,GSM76126,train,normal
GSE3365,1,1,GSM76127,train,normal
GSE3365,1,1,GSM76128,train,normal
GSE3365,1,1,GSM76129,train,normal
GSE3365,1,1,GSM76130,train,normal
GSE3365,1,1,GSM76131,train,normal
GSE3365,1,1,GSM76132,train,normal
GSE3365,1,1,GSM76133,train,normal
GSE3365,1,1,GSM76134,train,normal
GSE3365,1,1,GSM76135,train,normal
GSE3365,1,1,GSM76136,train,normal
GSE3365,1,1,GSM76137,train,normal
GSE3365,1,1,GSM76139,train,normal
GSE3365,1,1,GSM76140,train,normal
GSE3365,1,1,GSM76141,train,normal
GSE3365,1,1,GSM76142,train,normal
GSE3365,1,1,GSM76143,train,normal
GSE3365,1,1,GSM76144,train,normal
GSE3365,1,1,GSM76146,train,normal
GSE3365,1,1,GSM76147,train,normal
GSE3365,1,1,GSM76148,train,normal
GSE3365,1,1,GSM76149,train,normal
GSE3365,1,1,GSM76150,train,normal
GSE3365,1,1,GSM76151,train,normal
GSE3365,1,1,GSM76152,train,normal
GSE3365,1,1,GSM76153,train,normal
GSE3365,1,1,GSM76154,train,normal
GSE3365,1,1,GSM76155,train,normal
GSE3365,1,1,GSM76031,test,ibd
GSE3365,1,1,GSM76037,test,ibd
GSE3365,1,1,GSM76038,test,ibd
GSE3365,1,1,GSM76061,test,ibd
GSE3365,1,1,GSM76078,test,ibd
GSE3365,1,1,GSM76081,test,ibd
GSE3365,1,1,GSM76085,test,ibd
GSE3365,1,1,GSM76104,test,ibd
GSE3365,1,1,GSM76112,test,ibd
GSE3365,1,1,GSM76118,test,normal
GSE3365,1,1,GSM76122,test,normal
GSE3365,1,1,GSM76138,test,normal
GSE3365,1,1,GSM76145,test,normal
GSE3365,1,1,GSM76156,test,normal
GSE3365,1,2,GSM76030,train,ibd
GSE3365,1,2,GSM76031,train,ibd
GSE3365,1,2,GSM76032,train,ibd
GSE3365,1,2,GSM76034,train,ibd
GSE3365,1,2,GSM76035,train,ibd
GSE3365,1,2,GSM76036,train,ibd
GSE3365,1,2,GSM76037,train,ibd
GSE3365,1,2,GSM76038,train,ibd
GSE3365,1,2,GSM76039,train,ibd
GSE3365,1,2,GSM76040,train,ibd
GSE3365,1,2,GSM76041,train,ibd
GSE3365,1,2,GSM76042,train,ibd
GSE3365,1,2,GSM76043,train,ibd
GSE3365,1,2,GSM76044,train,ibd
GSE3365,1,2,GSM76045,train,ibd
GSE3365,1,2,GSM76046,train,ibd
GSE3365,1,2,GSM76047,train,ibd
GSE3365,1,2,GSM76048,train,ibd
GSE3365,1,2,GSM76049,train,ibd
GSE3365,1,2,GSM76050,train,ibd
GSE3365,1,2,GSM76051,train,ibd
GSE3365,1,2,GSM76052,train,ibd
GSE3365,1,2,GSM76053,train,ibd
GSE3365,1,2,GSM76054,train,ibd
GSE3365,1,2,GSM76055,train,ibd
GSE3365,1,2,GSM76056,train,ibd
GSE3365,1,2,GSM76057,train,ibd
GSE3365,1,2,GSM76058,train,ibd
GSE3365,1,2,GSM76059,train,ibd
GSE3365,1,2,GSM76060,train,ibd
GSE3365,1,2,GSM76061,train,ibd
GSE3365,1,2,GSM76062,train,ibd
GSE3365,1,2,GSM76064,train,ibd
GSE3365,1,2,GSM76065,train,ibd
GSE3365,1,2,GSM76066,train,ibd
GSE3365,1,2,GSM76067,train,ibd
GSE3365,1,2,GSM76068,train,ibd
GSE3365,1,2,GSM76069,train,ibd
GSE3365,1,2,GSM76070,train,ibd
GSE3365,1,2,GSM76071,train,ibd
GSE3365,1,2,GSM76072,train,ibd
GSE3365,1,2,GSM76073,train,ibd
GSE3365,1,2,GSM76074,train,ibd
GSE3365,1,2,GSM76075,train,ibd
GSE3365,1,2,GSM76076,train,ibd
GSE3365,1,2,GSM76077,train,ibd
GSE3365,1,2,GSM76078,train,ibd
GSE3365,1,2,GSM76079,train,ibd
GSE3365,1,2,GSM76080,train,ibd
GSE3365,1,2,GSM76081,train,ibd
