dataset_id,repeat_id,fold_id,sample_id,split,class_label
GSE25837,1,1,GSM634633,train,not_lonely
GSE25837,1,1,GSM634636,train,not_lonely
GSE25837,1,1,GSM634638,train,not_lonely
GSE25837,1,1,GSM634639,train,not_lonely
GSE25837,1,1,GSM634641,train,not_lonely
GSE25837,1,1,GSM634643,train,lonely
GSE25837,1,1,GSM634645,train,not_lonely
GSE25837,1,1,GSM634646,train,not_lonely
GSE25837,1,1,GSM634651,train,not_lonely
GSE25837,1,1,GSM634653,train,lonely
GSE25837,1,1,GSM634655,train,not_lonely
GSE25837,1,1,GSM634658,train,not_lonely
GSE25837,1,1,GSM634661,train,not_lonely
GSE25837,1,1,GSM634663,train,not_lonely
GSE25837,1,1,GSM634665,train,not_lonely
GSE25837,1,1,GSM634670,train,lonely
GSE25837,1,1,GSM634671,train,not_lonely
GSE25837,1,1,GSM634673,train,not_lonely
GSE25837,1,1,GSM634675,train,not_lonely
GSE25837,1,1,GSM634676,train,not_lonely
GSE25837,1,1,GSM634677,train,not_lonely
GSE25837,1,1,GSM634679,train,lonely
GSE25837,1,1,GSM634684,train,not_lonely
GSE25837,1,1,GSM634685,train,not_lonely
GSE25837,1,1,GSM634686,train,not_lonely
GSE25837,1,1,GSM634688,train,lonely
GSE25837,1,1,GSM634690,train,lonely
GSE25837,1,1,GSM634691,train,not_lonely
GSE25837,1,1,GSM634692,train,not_lonely
GSE25837,1,1,GSM634693,train,not_lonely
GSE25837,1,1,GSM634696,train,not_lonely
GSE25837,1,1,GSM634701,train,not_lonely
GSE25837,1,1,GSM634702,train,not_lonely
GSE25837,1,1,GSM634703,train,not_lonely
GSE25837,1,1,GSM634704,train,lonely
GSE25837,1,1,GSM634705,train,lonely
GSE25837,1,1,GSM634706,train,lonely
GSE25837,1,1,GSM634708,train,not_lonely
GSE25837,1,1,GSM634709,train,not_lonely
GSE25837,1,1,GSM634711,train,lonely
GSE25837,1,1,GSM634712,train,not_lonely
GSE25837,1,1,GSM634715,train,lonely
GSE25837,1,1,GSM634717,train,not_lonely
GSE25837,1,1,GSM634718,train,not_lonely
GSE25837,1,1,GSM634720,train,not_lonely
GSE25837,1,1,GSM634724,train,not_lonely
GSE25837,1,1,GSM634634,test,not_lonely
GSE25837,1,1,GSM634635,test,not_lonely
GSE25837,1,1,GSM634637,test,not_lonely
GSE25837,1,1,GSM634640,test,not_lonely
GSE25837,1,1,GSM634642,test,not_lonely
GSE25837,1,1,GSM634644,test,not_lonely
GSE25837,1,1,GSM634647,test,not_lonely
GSE25837,1,1,GSM634648,test,lonely
GSE25837,1,1,GSM634649,test,lonely
GSE25837,1,1,GSM634650,test,lonely
GSE25837,1,1,GSM634652,test,not_lonely
GSE25837,1,1,GSM634654,test,not_lonely
GSE25837,1,1,GSM634656,test,not_lonely
GSE25837,1,1,GSM634657,test,not_lonely
GSE25837,1,1,GSM634659,test,lonely
GSE25837,1,1,GSM634660,test,not_lonely
GSE25837,1,1,GSM634662,test,not_lonely
GSE25837,1,1,GSM634664,test,not_lonely
GSE25837,1,1,GSM634666,test,lonely
GSE25837,1,1,GSM634667,test,lonely
GSE25837,1,1,GSM634668,test,not_lonely
GSE25837,1,1,GSM634669,test,lonely
GSE25837,1,1,GSM634672,test,not_lonely
GSE25837,1,1,GSM634674,test,not_lonely
GSE25837,1,1,GSM634678,test,not_lonely
GSE25837,1,1,GSM634680,test,lonely
GSE25837,1,1,GSM634681,test,lonely
GSE25837,1,1,GSM634682,test,not_lonely
GSE25837,1,1,GSM634683,test,not_lonely
GSE25837,1,1,GSM634687,test,not_lonely
GSE25837,1,1,GSM634689,test,not_lonely
GSE25837,1,1,GSM634694,test,lonely
GSE25837,1,1,GSM634695,test,not_lonely
GSE25837,1,1,GSM634697,test,not_lonely
GSE25837,1,1,GSM634698,test,lonely
GSE25837,1,1,GSM634699,test,not_lonely
GSE25837,1,1,GSM634700,test,not_lonely
GSE25837,1,1,GSM634707,test,lonely
GSE25837,1,1,GSM634710,test,not_lonely
GSE25837,1,1,GSM634713,test,not_lonely
GSE25837,1,1,GSM634714,test,not_lonely
GSE25837,1,1,GSM634716,test,not_lonely
GSE25837,1,1,GSM634719,test,not_lonely
GSE25837,1,1,GSM634721,test,not_lonely
GSE25837,1,1,GSM634722,test,not_lonely
GSE25837,1,1,GSM634723,test,not_lonely
GSE25837,1,1,GSM634725,test,not_lonely
GSE25837,1,2,GSM634634,train,not_lonely
GSE25837,1,2,GSM634635,train,not_lonely
GSE25837,1,2,GSM634637,train,not_lonely
GSE25837,1,2,GSM634640,train,not_lonely
GSE25837,1,2,GSM634642,train,not_lonely
GSE25837,1,2,GSM634644,train,not_lonely
GSE25837,1,2,GSM634647,train,not_lonely
GSE25837,1,2,GSM634648,train,lonely
GSE25837,1,2,GSM634649,train,lonely
GSE25837,1,2,GSM634650,train,lonely
GSE25837,1,2,GSM634652,train,not_lonely
GSE25837,1,2,GSM634654,train,not_lonely
GSE25837,1,2,GSM634656,train,not_lonely
GSE25837,1,2,GSM634657,train,not_lonely
GSE25837,1,2,GSM634659,train,lonely
GSE25837,1,2,GSM634660,train,not_lonely
GSE25837,1,2,GSM634662,train,not_lonely
GSE25837,1,2,GSM634664,train,not_lonely
GSE25837,1,2,GSM634666,train,lonely
GSE25837,1,2,GSM634667,train,lonely
GSE25837,1,2,GSM634668,train,not_lonely
GSE25837,1,2,GSM634669,train,lonely
GSE25837,1,2,GSM634672,train,not_lonely
GSE25837,1,2,GSM634674,train,not_lonely
GSE25837,1,2,GSM634678,train,not_lonely
GSE25837,1,2,GSM634680,train,lonely
GSE25837,1,2,GSM634681,train,lonely
GSE25837,1,2,GSM634682,train,not_lonely
GSE25837,1,2,GSM634683,train,not_lonely
GSE25837,1,2,GSM634687,train,not_lonely
GSE25837,1,2,GSM634689,train,not_lonely
GSE25837,1,2,GSM634694,train,lonely
GSE25837,1,2,GSM634695,train,not_lonely
GSE25837,1,2,GSM634697,train,not_lonely
GSE25837,1,2,GSM634698,train,lonely
GSE25837,1,2,GSM634699,train,not_lonely
GSE25837,1,2,GSM634700,train,not_lonely
GSE25837,1,2,GSM634707,train,lonely
GSE25837,1,2,GSM634710,train,not_lonely
GSE25837,1,2,GSM634713,train,not_lonely
GSE25837,1,2,GSM634714,train,not_lonely
GSE25837,1,2,GSM634716,train,not_lonely
GSE25837,1,2,GSM634719,train,not_lonely
GSE25837,1,2,GSM634721,train,not_lonely
GSE25837,1,2,GSM634722,train,not_lonely
GSE25837,1,2,GSM634723,train,not_lonely
GSE25837,1,2,GSM634725,train,not_lonely
GSE25837,1,2,GSM634633,test,not_lonely
GSE25837,1,2,GSM634636,test,not_lonely
GSE25837,1,2,GSM634638,test,not_lonely
GSE25837,1,2,GSM634639,test,not_lonely
GSE25837,1,2,GSM634641,test,not_lonely
GSE25837,1,2,GSM634643,test,lonely
GSE25837,1,2,GSM634645,test,not_lonely
GSE25837,1,2,GSM634646,test,not_lonely
GSE25837,1,2,GSM634651,test,not_lonely
GSE25837,1,2,GSM634653,test,lonely
GSE25837,1,2,GSM634655,test,not_lonely
GSE25837,1,2,GSM634658,test,not_lonely
GSE25837,1,2,GSM634661,test,not_lonely
GSE25837,1,2,GSM634663,test,not_lonely
GSE25837,1,2,GSM634665,test,not_lonely
GSE25837,1,2,GSM634670,test,lonely
GSE25837,1,2,GSM634671,test,not_lonely
GSE25837,1,2,GSM634673,test,not_lonely
GSE25837,1,2,GSM634675,test,not_lonely
GSE25837,1,2,GSM634676,test,not_lonely
GSE25837,1,2,GSM634677,test,not_lonely
GSE25837,1,2,GSM634679,test,lonely
GSE25837,1,2,GSM634684,test,not_lonely
GSE25837,1,2,GSM634685,test,not_lonely
GSE25837,1,2,GSM634686,test,not_lonely
GSE25837,1,2,GSM634688,test,lonely
GSE25837,1,2,GSM634690,test,lonely
GSE25837,1,2,GSM634691,test,not_lonely
GSE25837,1,2,GSM634692,test,not_lonely
GSE25837,1,2,GSM634693,test,not_lonely
GSE25837,1,2,GSM634696,test,not_lonely
GSE25837,1,2,GSM634701,test,not_lonely
GSE25837,1,2,GSM634702,test,not_lonely
GSE25837,1,2,GSM634703,test,not_lonely
GSE25837,1,2,GSM634704,test,lonely
GSE25837,1,2,GSM634705,test,lonely
GSE25837,1,2,GSM634706,test,lonely
GSE25837,1,2,GSM634708,test,not_lonely
GSE25837,1,2,GSM634709,test,not_lonely
GSE25837,1,2,GSM634711,test,lonely
GSE25837,1,2,GSM634712,test,not_lonely
GSE25837,1,2,GSM634715,test,lonely
