dataset_id,repeat_id,fold_id,sample_id,split,class_label
GSE27272,1,1,GSM674183,train,non_smoker
GSE27272,1,1,GSM674185,train,non_smoker
GSE27272,1,1,GSM674189,train,smoker
GSE27272,1,1,GSM674191,train,non_smoker
GSE27272,1,1,GSM674194,train,non_smoker
GSE27272,1,1,GSM674198,train,non_smoker
GSE27272,1,1,GSM674199,train,smoker
GSE27272,1,1,GSM674200,train,non_smoker
GSE27272,1,1,GSM674206,train,non_smoker
GSE27272,1,1,GSM674210,train,non_smoker
GSE27272,1,1,GSM674214,train,non_smoker
GSE27272,1,1,GSM674217,train,smoker
GSE27272,1,1,GSM674224,train,smoker
GSE27272,1,1,GSM674227,train,smoker
GSE27272,1,1,GSM674228,train,smoker
GSE27272,1,1,GSM674230,train,non_smoker
GSE27272,1,1,GSM674231,train,non_smoker
GSE27272,1,1,GSM674232,train,non_smoker
GSE27272,1,1,GSM674233,train,smoker
GSE27272,1,1,GSM674234,train,non_smoker
GSE27272,1,1,GSM674235,train,non_smoker
GSE27272,1,1,GSM674236,train,non_smoker
GSE27272,1,1,GSM674241,train,smoker
GSE27272,1,1,GSM674242,train,non_smoker
GSE27272,1,1,GSM674244,train,non_smoker
GSE27272,1,1,GSM674284,train,non_smoker
GSE27272,1,1,GSM674287,train,non_smoker
GSE27272,1,1,GSM674288,train,non_smoker
GSE27272,1,1,GSM674289,train,non_smoker
GSE27272,1,1,GSM674292,train,non_smoker
GSE27272,1,1,GSM674294,train,smoker
GSE27272,1,1,GSM674295,train,non_smoker
GSE27272,1,1,GSM674297,train,non_smoker
GSE27272,1,1,GSM674298,train,non_smoker
GSE27272,1,1,GSM674300,train,non_smoker
GSE27272,1,1,GSM674301,train,non_smoker
GSE27272,1,1,GSM674302,train,non_smoker
GSE27272,1,1,GSM674304,train,non_smoker
GSE27272,1,1,GSM674306,train,non_smoker
GSE27272,1,1,GSM674307,train,smoker
GSE27272,1,1,GSM674309,train,non_smoker
GSE27272,1,1,GSM674311,train,smoker
GSE27272,1,1,GSM674314,train,non_smoker
GSE27272,1,1,GSM674315,train,non_smoker
GSE27272,1,1,GSM674316,train,non_smoker
GSE27272,1,1,GSM674317,train,smoker
GSE27272,1,1,GSM674318,train,non_smoker
GSE27272,1,1,GSM674319,train,smoker
GSE27272,1,1,GSM674322,train,smoker
GSE27272,1,1,GSM674323,train,non_smoker
GSE27272,1,1,GSM674324,train,non_smoker
GSE27272,1,1,GSM674325,train,non_smoker
GSE27272,1,1,GSM674326,train,smoker
GSE27272,1,1,GSM674329,train,smoker
GSE27272,1,1,GSM674330,train,non_smoker
GSE27272,1,1,GSM674333,train,smoker
GSE27272,1,1,GSM674334,train,non_smoker
